Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
30,'0',None,122 cm 100 y-1,1.70,0.00,0.31,0.00,47.66,0.00,76.00,22.81,8.82,51.31,28.51,98.29,1.70,0.00,0.90,0.00,0.00,88.80,9.44,0.00,35.10,7.50
31,'0',None,122 cm 100 y-1,1.75,0.00,0.32,0.00,48.38,0.00,76.00,23.70,9.00,51.49,27.79,98.47,1.75,0.00,0.90,0.00,0.00,88.80,9.62,0.00,36.90,7.70
32,'0',None,122 cm 100 y-1,1.81,0.00,0.32,0.00,49.12,0.00,76.00,24.61,9.18,51.67,27.06,98.65,1.81,0.00,0.90,0.00,0.00,88.80,9.80,0.00,38.70,7.90
33,'0',None,122 cm 100 y-1,1.86,0.00,0.33,0.00,49.86,0.00,76.00,25.53,9.36,51.86,26.32,98.83,1.86,0.00,0.90,0.00,0.00,88.80,9.99,0.00,40.60,8.10
34,'0',None,122 cm 100 y-1,1.92,0.00,0.33,0.00,50.62,0.00,76.00,26.48,9.53,52.05,25.57,99.02,1.92,0.00,0.90,0.00,0.00,88.80,10.18,0.00,42.50,8.20
35,'0',None,122 cm 100 y-1,1.98,0.00,0.34,0.00,51.39,0.00,76.00,27.44,9.71,52.25,24.81,99.22,1.98,0.00,0.90,0.00,0.00,88.80,10.38,0.00,44.50,8.50
36,'0',None,122 cm 100 y-1,2.04,0.00,0.34,0.00,52.17,0.00,76.00,28.42,9.89,52.45,24.03,99.43,2.04,0.00,0.89,0.00,0.00,88.80,10.58,0.00,46.50,8.70
37,'0',None,122 cm 100 y-1,2.10,0.00,0.35,0.00,52.97,0.00,76.00,29.42,10.07,52.66,23.24,99.64,2.10,0.00,0.89,0.00,0.00,88.80,10.79,0.00,48.60,8.90
38,'0',None,122 cm 100 y-1,2.17,0.00,0.35,0.00,53.77,0.00,76.00,30.43,10.24,52.88,22.44,99.85,2.17,0.00,0.89,0.00,0.00,88.80,11.01,0.00,50.80,9.10
39,'0',None,122 cm 100 y-1,2.22,0.00,0.36,0.00,54.59,0.00,76.00,31.47,10.42,53.10,21.63,100.08,2.22,0.00,0.89,0.00,0.00,88.80,11.23,0.00,53.00,9.30
40,'0',None,122 cm 100 y-1,2.25,0.00,0.36,0.00,55.42,0.00,76.00,32.52,10.60,53.32,20.81,100.30,2.25,0.00,0.89,0.00,0.00,88.80,11.45,0.00,55.20,9.50
41,'0',None,122 cm 100 y-1,2.29,0.00,0.37,0.00,56.26,0.00,76.00,33.59,10.78,53.55,19.97,100.53,2.29,0.00,0.88,0.00,0.00,88.80,11.68,0.00,57.50,9.80
42,'0',None,122 cm 100 y-1,2.32,0.00,0.38,0.00,57.12,0.00,76.00,34.67,10.96,53.79,19.11,100.76,2.32,0.00,0.88,0.00,0.00,88.80,11.92,0.00,59.90,10.00
43,'0',None,122 cm 100 y-1,2.36,0.00,0.38,0.00,57.99,0.00,76.00,35.78,11.13,54.02,18.24,101.00,2.36,0.00,0.88,0.00,0.00,88.80,12.15,0.00,62.20,10.20
44,'0',None,122 cm 100 y-1,2.40,0.00,0.39,0.00,58.88,0.00,76.00,36.90,11.31,54.26,17.36,101.24,2.40,0.00,0.88,0.00,0.00,88.80,12.39,0.00,64.60,10.50
45,'0',None,122 cm 100 y-1,2.43,0.00,0.39,0.00,59.78,0.00,76.00,38.04,11.49,54.50,16.46,101.48,2.43,0.00,0.88,0.00,0.00,88.80,12.63,0.00,67.00,10.70
46,'0',None,122 cm 100 y-1,2.47,0.00,0.40,0.00,60.69,0.00,76.00,39.20,11.67,54.75,15.55,101.73,2.47,0.00,0.87,0.00,0.00,88.80,12.88,0.00,69.50,11.00
47,'0',None,122 cm 100 y-1,2.51,0.00,0.41,0.00,61.62,0.00,76.00,40.37,11.84,55.00,14.63,101.98,2.51,0.00,0.87,0.00,0.00,88.80,13.13,0.00,72.00,11.20
48,'0',None,122 cm 100 y-1,2.55,0.00,0.41,0.00,62.56,0.00,76.00,41.57,12.02,55.26,13.69,102.23,2.55,0.00,0.87,0.00,0.00,88.80,13.39,0.00,74.60,11.50
49,'0',None,122 cm 100 y-1,2.58,0.00,0.42,0.00,63.52,0.00,76.00,42.78,12.20,55.51,12.74,102.49,2.58,0.00,0.87,0.00,0.00,88.80,13.64,0.00,77.10,11.70
50,'0',None,122 cm 100 y-1,2.62,0.00,0.42,0.00,64.49,0.00,76.00,44.01,12.38,55.78,11.77,102.75,2.62,0.00,0.86,0.00,0.00,88.80,13.91,0.00,79.80,12.00
51,'0',None,122 cm 100 y-1,2.66,0.00,0.43,0.00,65.48,0.00,76.00,45.25,12.56,56.04,10.79,103.02,2.66,0.00,0.86,0.00,0.00,88.80,14.17,0.00,82.40,12.20
52,'0',None,122 cm 100 y-1,2.70,0.00,0.44,0.00,66.47,0.00,76.00,46.52,12.73,56.31,9.80,103.29,2.70,0.00,0.86,0.00,0.00,88.80,14.44,0.00,85.10,12.50
53,'0',None,122 cm 100 y-1,2.75,0.00,0.44,0.00,67.49,0.00,76.00,47.80,12.91,56.59,8.79,103.57,2.75,0.00,0.86,0.00,0.00,88.80,14.72,0.00,87.90,12.80
54,'0',None,122 cm 100 y-1,2.79,0.00,0.45,0.00,68.51,0.00,76.00,49.10,13.09,56.87,7.77,103.84,2.79,0.00,0.86,0.00,0.00,88.80,15.00,0.00,90.70,13.10
55,'0',None,122 cm 100 y-1,2.83,0.00,0.46,0.00,69.55,0.00,76.00,50.42,13.27,57.15,6.73,104.13,2.83,0.00,0.85,0.00,0.00,88.80,15.28,0.00,93.50,13.40
56,'0',None,122 cm 100 y-1,2.87,0.00,0.46,0.00,70.60,0.00,76.00,51.75,13.44,57.44,5.68,104.41,2.87,0.00,0.85,0.00,0.00,88.80,15.57,0.00,96.40,13.60
57,'0',None,122 cm 100 y-1,2.92,0.00,0.47,0.00,71.67,0.00,76.00,53.11,13.62,57.73,4.62,104.71,2.92,0.00,0.85,0.00,0.00,88.80,15.86,0.00,99.30,13.90
58,'0',None,122 cm 100 y-1,2.96,0.00,0.48,0.00,72.75,0.00,76.00,54.48,13.80,58.03,3.55,105.00,2.96,0.00,0.85,0.00,0.00,88.80,16.15,0.00,102.30,14.20
59,'0',None,122 cm 100 y-1,3.00,0.00,0.49,0.00,73.84,0.00,76.00,55.87,13.98,58.33,2.46,105.30,3.00,0.00,0.84,0.00,0.00,88.80,16.46,0.00,105.30,14.50
60,'0',None,122 cm 100 y-1,3.05,0.00,0.49,0.00,74.95,0.00,76.00,57.27,14.16,58.63,1.36,105.61,3.05,0.00,0.84,0.00,0.00,88.80,16.76,0.00,108.30,14.80
61,'0',None,122 cm 100 y-1,3.09,0.00,0.50,0.00,76.07,0.00,76.00,58.70,14.33,58.94,0.24,105.92,3.09,0.00,0.84,0.00,0.00,88.80,17.07,0.00,111.40,15.10
62,'0',None,122 cm 100 y-1,3.14,0.00,0.51,0.00,77.20,0.00,76.00,60.14,14.51,59.25,-0.89,106.23,3.14,0.00,0.84,0.00,0.00,88.80,17.38,0.00,114.50,15.50
63,'0',None,122 cm 100 y-1,3.19,0.00,0.52,0.00,78.35,0.00,76.00,61.60,14.69,59.57,-2.03,106.55,3.19,0.00,0.83,0.00,0.00,88.80,17.70,0.00,117.70,15.80
64,'0',None,122 cm 100 y-1,3.23,0.00,0.52,0.00,79.51,0.00,76.00,63.08,14.87,59.90,-3.18,106.87,3.23,0.00,0.83,0.00,0.00,88.80,18.03,0.00,121.00,16.10
65,'0',None,122 cm 100 y-1,3.28,0.00,0.53,0.00,80.68,0.00,76.00,64.57,15.04,60.22,-4.35,107.20,3.28,0.00,0.83,0.00,0.00,88.80,18.35,0.00,124.20,16.40
66,'0',None,122 cm 100 y-1,3.33,0.00,0.54,0.00,81.86,0.00,76.00,66.09,15.22,60.56,-5.53,107.53,3.33,0.00,0.83,0.00,0.00,88.80,18.69,0.00,127.60,16.80
67,'0',None,122 cm 100 y-1,3.38,0.00,0.55,0.00,83.06,0.00,76.00,67.62,15.40,60.90,-6.72,107.87,3.38,0.00,0.82,0.00,0.00,88.80,19.03,0.00,131.00,17.10
68,'0',None,122 cm 100 y-1,3.43,0.00,0.55,0.00,84.27,0.00,76.00,69.17,15.58,61.24,-7.93,108.22,3.43,0.00,0.82,0.00,0.00,88.80,19.37,0.00,134.40,17.40
69,'0',None,122 cm 100 y-1,3.48,0.00,0.56,0.00,85.50,0.00,76.00,70.73,15.76,61.59,-9.15,108.56,3.48,0.00,0.82,0.00,0.00,88.80,19.72,0.00,137.90,17.80
70,'0',None,122 cm 100 y-1,3.53,0.00,0.57,0.00,86.73,0.00,76.00,72.32,15.93,61.94,-10.38,108.92,3.53,0.00,0.82,0.00,0.00,88.80,20.07,0.00,141.40,18.10
71,'0',None,122 cm 100 y-1,3.58,0.00,0.58,0.00,87.98,0.00,76.00,73.92,16.11,62.30,-11.62,109.27,3.58,0.00,0.81,0.00,0.00,88.80,20.43,0.00,145.00,18.50
72,'0',None,122 cm 100 y-1,3.63,0.00,0.59,0.00,89.24,0.00,76.00,75.54,16.29,62.66,-12.88,109.64,3.63,0.00,0.81,0.00,0.00,88.80,20.79,0.00,148.60,18.90
73,'0',None,122 cm 100 y-1,3.68,0.00,0.60,0.00,90.52,0.00,76.00,77.18,16.47,63.03,-14.15,110.01,3.68,0.00,0.81,0.00,0.00,88.80,21.16,0.00,152.30,19.20
74,'0',None,122 cm 100 y-1,3.73,0.00,0.60,0.00,91.81,0.00,76.00,78.83,16.64,63.40,-15.43,110.38,3.73,0.00,0.80,0.00,0.00,88.80,21.53,0.00,156.00,19.60
75,'0',None,122 cm 100 y-1,3.79,0.00,0.61,0.00,93.11,0.00,76.00,80.51,16.82,63.78,-16.73,110.76,3.79,0.00,0.80,0.00,0.00,88.80,21.91,0.00,159.80,20.00
76,'0',None,122 cm 100 y-1,3.84,0.00,0.62,0.00,94.42,0.00,76.00,82.20,17.00,64.16,-18.03,111.14,3.84,0.00,0.80,0.00,0.00,88.80,22.29,0.00,163.60,20.40
77,'0',None,122 cm 100 y-1,3.90,0.00,0.63,0.00,95.74,0.00,76.00,83.91,17.18,64.55,-19.35,111.53,3.90,0.00,0.80,0.00,0.00,88.80,22.68,0.00,167.50,20.80
78,'0',None,122 cm 100 y-1,3.95,0.00,0.64,0.00,97.08,0.00,76.00,85.63,17.36,64.95,-20.68,111.93,3.95,0.00,0.79,0.00,0.00,88.80,23.08,0.00,171.50,21.20
79,'0',None,122 cm 100 y-1,4.00,0.00,0.65,0.00,98.43,0.00,76.00,87.38,17.53,65.35,-22.03,112.33,4.00,0.00,0.79,0.00,0.00,88.80,23.48,0.00,175.50,21.50
80,'0',None,122 cm 100 y-1,4.06,0.00,0.66,0.00,99.79,0.00,76.00,89.14,17.71,65.76,-23.38,112.73,4.06,0.00,0.79,0.00,0.00,88.80,23.89,0.00,179.60,22.00
81,'0',None,122 cm 100 y-1,4.12,0.00,0.67,0.00,101.16,0.00,76.00,90.92,17.89,66.17,-24.75,113.14,4.12,0.00,0.79,0.00,0.00,88.80,24.30,0.00,183.70,22.40
82,'0',None,122 cm 100 y-1,4.17,0.00,0.67,0.00,102.55,0.00,76.00,92.72,18.07,66.58,-26.13,113.56,4.17,0.00,0.78,0.00,0.00,88.80,24.71,0.00,187.80,22.80
83,'0',None,122 cm 100 y-1,4.23,0.00,0.68,0.00,103.95,0.00,76.00,94.53,18.24,67.01,-27.53,113.98,4.23,0.00,0.78,0.00,0.00,88.80,25.14,0.00,192.10,23.20
84,'0',None,122 cm 100 y-1,4.29,0.00,0.69,0.00,105.36,0.00,76.00,96.37,18.42,67.44,-28.93,114.41,4.29,0.00,0.78,0.00,0.00,88.80,25.57,0.00,196.40,23.60
85,'0',None,122 cm 100 y-1,4.34,0.00,0.70,0.00,106.78,0.00,76.00,98.22,18.60,67.87,-30.35,114.85,4.34,0.00,0.77,0.00,0.00,88.80,26.00,0.00,200.70,24.10
86,'0',None,122 cm 100 y-1,4.40,0.00,0.71,0.00,108.22,0.00,76.00,100.09,18.78,68.31,-31.78,115.29,4.40,0.00,0.77,0.00,0.00,88.80,26.44,0.00,205.10,24.50
87,'0',None,122 cm 100 y-1,4.46,0.00,0.72,0.00,109.66,0.00,76.00,101.97,18.96,68.76,-33.22,115.73,4.46,0.00,0.77,0.00,0.00,88.80,26.89,0.00,209.60,25.00
88,'0',None,122 cm 100 y-1,4.52,0.00,0.73,0.00,111.12,0.00,76.00,103.88,19.13,69.21,-34.67,116.19,4.52,0.00,0.76,0.00,0.00,88.80,27.34,0.00,214.10,25.40
89,'0',None,122 cm 100 y-1,4.58,0.00,0.74,0.00,112.59,0.00,76.00,105.80,19.31,69.67,-36.13,116.64,4.58,0.00,0.76,0.00,0.00,88.80,27.80,0.00,218.70,25.90
90,'0',None,122 cm 100 y-1,4.64,0.00,0.75,0.00,114.07,0.00,76.00,107.74,19.49,70.13,-37.61,117.11,4.64,0.00,0.76,0.00,0.00,88.80,28.26,0.00,223.30,26.30
91,'0',None,122 cm 100 y-1,4.70,0.00,0.76,0.00,115.57,0.00,76.00,109.70,19.67,70.60,-39.10,117.58,4.70,0.00,0.76,0.00,0.00,88.80,28.73,0.00,228.00,26.80
92,'0',None,122 cm 100 y-1,4.76,0.00,0.77,0.00,117.07,0.00,76.00,111.67,19.84,71.08,-40.60,118.05,4.76,0.00,0.75,0.00,0.00,88.80,29.21,0.00,232.80,27.30
93,'0',None,122 cm 100 y-1,4.82,0.00,0.78,0.00,118.59,0.00,76.00,113.67,20.02,71.56,-42.11,118.54,4.82,0.00,0.75,0.00,0.00,88.80,29.69,0.00,237.60,27.80
94,'0',None,122 cm 100 y-1,4.89,0.00,0.79,0.00,120.12,0.00,76.00,115.68,20.20,72.05,-43.63,119.03,4.89,0.00,0.75,0.00,0.00,88.80,30.18,0.00,242.50,28.20
95,'0',None,122 cm 100 y-1,4.95,0.00,0.80,0.00,121.66,0.00,76.00,117.71,20.38,72.54,-45.16,119.52,4.95,0.00,0.74,0.00,0.00,88.80,30.67,0.00,247.40,28.70
96,'0',None,122 cm 100 y-1,5.01,0.00,0.81,0.00,123.21,0.00,76.00,119.75,20.56,73.04,-46.71,120.02,5.01,0.00,0.74,0.00,0.00,88.80,31.17,0.00,252.40,29.20
97,'0',None,122 cm 100 y-1,5.08,0.00,0.82,0.00,124.77,0.00,76.00,121.82,20.73,73.55,-48.27,120.53,5.08,0.00,0.74,0.00,0.00,88.80,31.68,0.00,257.50,29.80
98,'0',None,122 cm 100 y-1,5.14,0.00,0.83,0.00,126.35,0.00,76.00,123.90,20.91,74.07,-49.83,121.04,5.14,0.00,0.73,0.00,0.00,88.80,32.20,0.00,262.70,30.30
99,'0',None,122 cm 100 y-1,5.20,0.00,0.84,0.00,127.93,0.00,76.00,126.00,21.09,74.59,-51.41,121.56,5.20,0.00,0.73,0.00,0.00,88.80,32.72,0.00,267.90,30.80
100,'0',None,122 cm 100 y-1,5.27,0.00,0.85,0.00,129.53,0.00,76.00,128.12,21.27,75.11,-53.00,122.09,5.27,0.00,0.73,0.00,0.00,88.80,33.24,0.00,273.10,31.30
1,'500',None,60 cm 100 y-1,1.39,429.00,0.22,0.00,32.89,23.58,76.00,4.69,3.48,47.94,43.25,95.88,2.36,0.90,0.94,0.12,5.00,89.90,6.01,0.60,0.80,4.10
2,'500',None,60 cm 100 y-1,1.36,430.00,0.22,0.00,33.10,23.63,76.00,5.04,3.53,48.08,43.04,96.01,0.82,0.90,0.94,0.12,5.10,89.90,6.09,1.10,1.60,4.30
3,'500',None,60 cm 100 y-1,1.37,430.00,0.22,0.00,33.32,23.67,76.00,5.39,3.58,48.21,42.82,96.15,0.83,0.90,0.94,0.12,5.10,90.00,6.18,1.70,2.50,4.40
4,'500',None,60 cm 100 y-1,1.38,431.00,0.22,0.00,33.54,23.72,77.00,5.75,3.64,48.35,42.60,96.29,0.84,0.90,0.93,0.12,5.10,90.00,6.26,2.20,3.30,4.60
5,'500',None,60 cm 100 y-1,1.39,432.00,0.22,0.00,33.77,23.76,77.00,6.12,3.69,48.49,42.37,96.43,0.85,0.90,0.93,0.13,5.10,90.10,6.35,2.70,4.20,4.70
6,'500',None,60 cm 100 y-1,1.41,433.00,0.22,0.00,34.00,23.81,77.00,6.49,3.74,48.63,42.14,96.57,0.87,0.90,0.93,0.13,5.10,90.10,6.43,3.30,5.00,4.80
7,'500',None,60 cm 100 y-1,1.42,434.00,0.23,0.00,34.24,23.86,77.00,6.87,3.79,48.77,41.90,96.71,0.88,0.90,0.93,0.13,5.10,90.20,6.52,3.80,5.90,5.00
8,'500',None,60 cm 100 y-1,1.43,435.00,0.23,0.00,34.48,23.90,77.00,7.25,3.85,48.91,41.67,96.85,0.89,0.90,0.93,0.13,5.10,90.20,6.61,4.40,6.80,5.10
9,'500',None,60 cm 100 y-1,1.45,435.00,0.23,0.00,34.72,23.95,77.00,7.64,3.90,49.06,41.42,97.00,0.90,0.90,0.93,0.13,5.10,90.30,6.70,4.90,7.70,5.30
10,'500',None,60 cm 100 y-1,1.46,436.00,0.23,0.00,34.97,24.00,77.00,8.03,3.95,49.21,41.18,97.14,0.92,0.90,0.93,0.14,5.10,90.40,6.79,5.40,8.60,5.40
11,'500',None,60 cm 100 y-1,1.48,437.00,0.23,0.00,35.22,24.05,77.00,8.43,4.00,49.35,40.93,97.29,0.93,0.90,0.93,0.14,5.10,90.40,6.88,6.00,9.50,5.60
12,'500',None,60 cm 100 y-1,1.49,438.00,0.23,0.00,35.48,24.10,77.00,8.83,4.06,49.50,40.67,97.44,0.94,0.90,0.93,0.14,5.20,90.50,6.98,6.50,10.50,5.70
13,'500',None,60 cm 100 y-1,1.51,439.00,0.24,0.00,35.74,24.15,77.00,9.24,4.11,49.65,40.41,97.59,0.96,0.90,0.93,0.14,5.20,90.50,7.07,7.10,11.40,5.90
14,'500',None,60 cm 100 y-1,1.52,440.00,0.24,0.00,36.00,24.20,77.00,9.65,4.16,49.80,40.15,97.74,0.97,0.90,0.93,0.15,5.20,90.60,7.17,7.60,12.40,6.00
15,'500',None,60 cm 100 y-1,1.54,441.00,0.24,0.00,36.27,24.25,77.00,10.07,4.21,49.96,39.89,97.90,0.99,0.90,0.93,0.15,5.20,90.60,7.27,8.20,13.40,6.20
16,'500',None,60 cm 100 y-1,1.55,442.00,0.24,0.00,36.54,24.30,77.00,10.49,4.27,50.11,39.62,98.05,1.00,0.90,0.92,0.15,5.20,90.70,7.37,8.70,14.40,6.30
17,'500',None,60 cm 100 y-1,1.57,443.00,0.24,0.00,36.81,24.35,77.00,10.92,4.32,50.27,39.35,98.21,1.02,0.90,0.92,0.15,5.20,90.70,7.47,9.30,15.40,6.50
18,'500',None,60 cm 100 y-1,1.59,444.00,0.24,0.00,37.09,24.40,77.00,11.36,4.37,50.43,39.07,98.37,1.03,0.90,0.92,0.16,5.20,90.80,7.57,9.80,16.50,6.60
19,'500',None,60 cm 100 y-1,1.60,445.00,0.25,0.00,37.37,24.45,77.00,11.80,4.42,50.59,38.79,98.53,1.05,0.90,0.92,0.16,5.20,90.80,7.68,10.40,17.50,6.80
20,'500',None,60 cm 100 y-1,1.62,445.00,0.25,0.00,37.65,24.50,77.00,12.24,4.48,50.75,38.51,98.69,1.06,0.90,0.92,0.16,5.20,90.90,7.79,11.00,18.60,7.00
21,'500',None,60 cm 100 y-1,1.64,446.00,0.25,0.00,37.94,24.55,77.00,12.69,4.53,50.92,38.22,98.85,1.08,0.90,0.92,0.17,5.30,91.00,7.89,11.50,19.60,7.10
22,'500',None,60 cm 100 y-1,1.66,447.00,0.25,0.00,38.23,24.61,77.00,13.15,4.58,51.08,37.93,99.02,1.10,0.90,0.92,0.17,5.30,91.00,8.00,12.10,20.70,7.30
23,'500',None,60 cm 100 y-1,1.67,448.00,0.25,0.00,38.53,24.66,77.00,13.61,4.63,51.25,37.64,99.19,1.11,0.90,0.92,0.17,5.30,91.10,8.11,12.60,21.80,7.50
24,'500',None,60 cm 100 y-1,1.69,449.00,0.26,0.00,38.83,24.71,77.00,14.08,4.69,51.42,37.34,99.35,1.13,0.90,0.92,0.17,5.30,91.10,8.23,13.20,23.00,7.60
25,'500',None,60 cm 100 y-1,1.71,450.00,0.26,0.00,39.13,24.76,78.00,14.55,4.74,51.59,37.04,99.53,1.15,0.90,0.92,0.18,5.30,91.20,8.34,13.80,24.10,7.80
26,'500',None,60 cm 100 y-1,1.73,451.00,0.26,0.00,39.44,24.81,78.00,15.02,4.79,51.76,36.74,99.70,1.17,0.90,0.92,0.18,5.30,91.20,8.46,14.30,25.30,8.00
27,'500',None,60 cm 100 y-1,1.75,452.00,0.26,0.00,39.74,24.87,78.00,15.51,4.84,51.94,36.43,99.87,1.18,0.90,0.91,0.18,5.30,91.30,8.58,14.90,26.50,8.10
28,'500',None,60 cm 100 y-1,1.77,453.00,0.26,0.00,40.06,24.92,78.00,15.99,4.90,52.11,36.12,100.05,1.20,0.90,0.91,0.19,5.30,91.40,8.70,15.50,27.70,8.30
29,'500',None,60 cm 100 y-1,1.79,454.00,0.27,0.00,40.37,24.97,78.00,16.48,4.95,52.29,35.81,100.23,1.22,0.90,0.91,0.19,5.30,91.40,8.82,16.00,28.90,8.50
30,'500',None,60 cm 100 y-1,1.81,455.00,0.27,0.00,40.69,25.02,78.00,16.98,5.00,52.47,35.49,100.41,1.24,0.90,0.91,0.19,5.40,91.50,8.94,16.60,30.10,8.70
31,'500',None,60 cm 100 y-1,1.83,456.00,0.27,0.00,41.01,25.08,78.00,17.49,5.05,52.66,35.17,100.59,1.26,0.90,0.91,0.20,5.40,91.50,9.07,17.20,31.40,8.90
32,'500',None,60 cm 100 y-1,1.85,457.00,0.27,0.00,41.34,25.13,78.00,17.99,5.11,52.84,34.85,100.78,1.28,0.90,0.91,0.20,5.40,91.60,9.20,17.70,32.70,9.00
33,'500',None,60 cm 100 y-1,1.87,458.00,0.27,0.00,41.67,25.18,78.00,18.51,5.16,53.03,34.52,100.97,1.30,0.90,0.91,0.21,5.40,91.60,9.33,18.30,34.00,9.20
34,'500',None,60 cm 100 y-1,1.90,459.00,0.28,0.00,42.00,25.23,78.00,19.03,5.21,53.22,34.19,101.16,1.32,0.90,0.91,0.21,5.40,91.70,9.46,18.90,35.30,9.40
35,'500',None,60 cm 100 y-1,1.92,460.00,0.28,0.00,42.33,25.28,78.00,19.55,5.26,53.41,33.86,101.35,1.34,0.90,0.91,0.21,5.40,91.80,9.59,19.50,36.60,9.60
36,'500',None,60 cm 100 y-1,1.94,461.00,0.28,0.00,42.67,25.34,78.00,20.08,5.32,53.60,33.53,101.54,1.36,0.90,0.90,0.22,5.40,91.80,9.73,20.00,38.00,9.80
37,'500',None,60 cm 100 y-1,1.96,462.00,0.28,0.00,43.01,25.39,78.00,20.61,5.37,53.80,33.19,101.74,1.39,0.90,0.90,0.22,5.40,91.90,9.87,20.60,39.40,10.00
38,'500',None,60 cm 100 y-1,1.99,463.00,0.29,0.00,43.35,25.44,78.00,21.15,5.42,54.00,32.85,101.94,1.41,0.90,0.90,0.23,5.40,91.90,10.01,21.20,40.80,10.20
39,'500',None,60 cm 100 y-1,2.01,463.00,0.29,0.00,43.70,25.49,78.00,21.70,5.47,54.20,32.50,102.14,1.43,0.90,0.90,0.23,5.50,92.00,10.15,21.80,42.20,10.40
40,'500',None,60 cm 100 y-1,2.03,464.00,0.29,0.00,44.05,25.54,78.00,22.25,5.53,54.40,32.16,102.34,1.45,0.90,0.90,0.23,5.50,92.00,10.30,22.30,43.70,10.60
41,'500',None,60 cm 100 y-1,2.06,465.00,0.29,0.00,44.40,25.59,78.00,22.80,5.58,54.61,31.81,102.55,1.48,0.90,0.90,0.24,5.50,92.10,10.45,22.90,45.20,10.80
42,'500',None,60 cm 100 y-1,2.08,466.00,0.29,0.00,44.75,25.64,78.00,23.36,5.63,54.82,31.45,102.76,1.50,0.90,0.90,0.24,5.50,92.20,10.60,23.50,46.70,11.00
43,'500',None,60 cm 100 y-1,2.11,467.00,0.30,0.00,45.11,25.69,78.00,23.93,5.68,55.03,31.10,102.97,1.53,0.90,0.90,0.25,5.50,92.20,10.75,24.10,48.20,11.20
44,'500',None,60 cm 100 y-1,2.13,468.00,0.30,0.00,45.47,25.74,78.00,24.50,5.74,55.24,30.74,103.18,1.55,0.90,0.89,0.25,5.50,92.30,10.90,24.70,49.70,11.40
45,'500',None,60 cm 100 y-1,2.16,469.00,0.30,0.00,45.83,25.79,78.00,25.08,5.79,55.46,30.38,103.40,1.57,0.90,0.89,0.26,5.50,92.30,11.06,25.30,51.30,11.70
46,'500',None,60 cm 100 y-1,2.19,470.00,0.30,0.00,46.20,25.84,79.00,25.66,5.84,55.68,30.02,103.61,1.60,0.90,0.89,0.26,5.50,92.40,11.22,25.80,52.90,11.90
47,'500',None,60 cm 100 y-1,2.21,471.00,0.31,0.00,46.57,25.89,79.00,26.24,5.89,55.90,29.65,103.84,1.63,0.90,0.89,0.27,5.50,92.50,11.38,26.40,54.50,12.10
48,'500',None,60 cm 100 y-1,2.24,472.00,0.31,0.00,46.94,25.94,79.00,26.84,5.95,56.12,29.28,104.06,1.65,0.90,0.89,0.27,5.50,92.50,11.55,27.00,56.20,12.30
49,'500',None,60 cm 100 y-1,2.27,472.00,0.31,0.00,47.31,25.99,79.00,27.43,6.00,56.35,28.91,104.29,1.68,0.90,0.89,0.28,5.60,92.60,11.72,27.60,57.90,12.60
50,'500',None,60 cm 100 y-1,2.29,473.00,0.31,0.00,47.69,26.04,79.00,28.04,6.05,56.58,28.54,104.51,1.70,0.90,0.89,0.28,5.60,92.60,11.89,28.20,59.60,12.80
51,'500',None,60 cm 100 y-1,2.32,474.00,0.32,0.00,48.07,26.08,79.00,28.64,6.11,56.81,28.16,104.75,1.73,0.90,0.88,0.29,5.60,92.70,12.06,28.80,61.30,13.00
52,'500',None,60 cm 100 y-1,2.35,475.00,0.32,0.00,48.45,26.13,79.00,29.26,6.16,57.04,27.79,104.98,1.76,1.00,0.88,0.29,5.60,92.70,12.24,29.40,63.10,13.20
53,'500',None,60 cm 100 y-1,2.38,476.00,0.32,0.00,48.83,26.18,79.00,29.88,6.21,57.28,27.41,105.22,1.79,1.00,0.88,0.30,5.60,92.80,12.41,30.00,64.90,13.50
54,'500',None,60 cm 100 y-1,2.41,477.00,0.32,0.00,49.22,26.22,79.00,30.50,6.26,57.52,27.02,105.46,1.82,1.00,0.88,0.30,5.60,92.90,12.60,30.60,66.70,13.70
55,'500',None,60 cm 100 y-1,2.44,478.00,0.33,0.00,49.61,26.27,79.00,31.13,6.32,57.77,26.64,105.70,1.84,1.00,0.88,0.31,5.60,92.90,12.78,31.20,68.50,14.00
56,'500',None,60 cm 100 y-1,2.47,478.00,0.33,0.00,50.00,26.31,79.00,31.76,6.37,58.01,26.25,105.95,1.87,1.00,0.88,0.31,5.60,93.00,12.97,31.70,70.40,14.20
57,'500',None,60 cm 100 y-1,2.50,479.00,0.33,0.00,50.39,26.35,79.00,32.40,6.42,58.26,25.86,106.20,1.90,1.00,0.88,0.32,5.60,93.00,13.16,32.30,72.30,14.50
